exposure,2000.0ms
wavelength
340,0
341,0
342,0
343,0
344,0
345,9
346,61
347,0
348,98
349,183
350,0
351,0
352,0
353,0
354,0
355,100
356,163
357,83
358,98
359,20
360,100
361,22
362,0
363,0
364,39
365,0
366,67
367,0
368,0
369,0
370,36
371,0
372,0
373,39
374,27
375,0
376,41
377,106
378,0
379,0
380,0
381,0
382,0
383,21
384,32
385,26
386,0
387,18
388,6
389,8
390,0
391,13
392,65
393,58
394,38
395,1
396,0
397,17
398,0
399,0
400,0
401,12
402,11
403,13
404,8
405,28
406,0
407,0
408,0
409,0
410,50
411,0
412,0
413,0
414,0
415,0
416,36
417,24
418,11
419,0
420,21
421,0
422,29
423,38
424,67
425,29
426,52
427,4
428,0
429,29
430,10
431,40
432,23
433,0
434,0
435,0
436,0
437,12
438,0
439,7
440,0
441,0
442,0
443,0
444,0
445,36
446,0
447,0
448,0
449,0
450,0
451,9
452,44
453,112
454,94
455,1
456,0
457,11
458,45
459,47
460,0
461,0
462,16
463,2
464,53
465,8
466,0
467,0
468,0
469,0
470,0
471,0
472,29
473,6
474,0
475,0
476,18
477,5
478,17
479,16
480,80
481,1
482,0
483,21
484,0
485,14
486,4
487,18
488,0
489,0
490,41
491,0
492,18
493,71
494,53
495,29
496,52
497,32
498,83
499,28
500,11
501,52
502,51
503,2
504,55
505,66
506,31
507,0
508,30
509,25
510,67
511,53
512,62
513,120
514,43
515,33
516,70
517,64
518,53
519,46
520,80
521,71
522,29
523,58
524,44
525,37
526,111
527,74
528,60
529,51
530,77
531,87
532,91
533,112
534,104
535,85
536,67
537,78
538,63
539,111
540,102
541,115
542,98
543,96
544,121
545,161
546,144
547,138
548,119
549,88
550,103
551,76
552,101
553,96
554,130
555,125
556,116
557,137
558,140
559,126
560,58
561,113
562,145
563,172
564,92
565,85
566,82
567,110
568,102
569,99
570,137
571,133
572,72
573,96
574,102
575,152
576,108
577,110
578,108
579,131
580,122
581,98
582,117
583,64
584,145
585,215
586,149
587,121
588,141
589,118
590,82
591,130
592,112
593,80
594,80
595,96
596,123
597,126
598,108
599,69
600,109
601,104
602,112
603,102
604,118
605,101
606,138
607,125
608,101
609,120
610,144
611,130
612,129
613,71
614,100
615,150
616,155
617,80
618,147
619,103
620,135
621,138
622,92
623,109
624,115
625,103
626,114
627,112
628,131
629,155
630,109
631,95
632,127
633,113
634,108
635,132
636,124
637,144
638,130
639,130
640,117
641,106
642,132
643,148
644,121
645,140
646,117
647,130
648,86
649,104
650,95
651,117
652,75
653,87
654,102
655,124
656,109
657,148
658,141
659,130
660,96
661,117
662,118
663,111
664,134
665,90
666,131
667,82
668,93
669,102
670,119
671,119
672,114
673,120
674,136
675,114
676,116
677,135
678,84
679,145
680,175
681,142
682,137
683,172
684,142
685,153
686,170
687,152
688,162
689,182
690,135
691,189
692,195
693,194
694,191
695,241
696,183
697,236
698,252
699,286
700,344
701,391
702,419
703,448
704,497
705,590
706,608
707,698
708,713
709,763
710,830
711,858
712,946
713,1043
714,1143
715,1193
716,1281
717,1296
718,1434
719,1572
720,1630
721,1722
722,1812
723,1915
724,2039
725,2101
726,2197
727,2330
728,2391
729,2461
730,2610
731,2691
732,2780
733,2866
734,2963
735,3036
736,3101
737,3155
738,3225
739,3335
740,3354
741,3414
742,3445
743,3484
744,3539
745,3545
746,3543
747,3658
748,3708
749,3755
750,3797
751,3798
752,3848
753,3870
754,3906
755,3934
756,3937
757,3899
758,3977
759,3946
760,3970
761,4035
762,4153
763,4111
764,4155
765,4191
766,4234
767,4249
768,4241
769,4285
770,4260
771,4300
772,4315
773,4379
774,4267
775,4224
776,4226
777,4223
778,4249
779,4212
780,4190
781,4230
782,4190
783,4145
784,4181
785,4162
786,4143
787,4081
788,4079
789,4089
790,4120
791,4140
792,4178
793,4169
794,4153
795,4161
796,4190
797,4144
798,4155
799,4206
800,4214
801,4251
802,4189
803,4192
804,4241
805,4279
806,4256
807,4187
808,4161
809,4233
810,4236
811,4195
812,4135
813,4085
814,4149
815,4073
816,4006
817,3972
818,4036
819,3982
820,3952
821,3935
822,3899
823,3800
824,3861
825,3858
826,3750
827,3725
828,3732
829,3759
830,3734
831,3731
832,3686
833,3679
834,3711
835,3663
836,3659
837,3675
838,3633
839,3652
840,3592
841,3607
842,3543
843,3602
844,3485
845,3508
846,3521
847,3538
848,3482
849,3416
850,3390
851,3397
852,3366
853,3380
854,3328
855,3272
856,3256
857,3153
858,3122
859,3096
860,3043
861,3041
862,2918
863,2911
864,2894
865,2787
866,2727
867,2694
868,2597
869,2579
870,2522
871,2443
872,2295
873,2270
874,2273
875,2343
876,2299
877,2222
878,2156
879,2175
880,2105
881,1979
882,2001
883,1956
884,1918
885,1893
886,1827
887,1780
888,1706
889,1738
890,1622
891,1651
892,1623
893,1546
894,1479
895,1373
896,1443
897,1395
898,1475
899,1389
900,1305
901,1325
902,1352
903,1323
904,1260
905,1293
906,1219
907,1275
908,1358
909,1214
910,1327
911,1267
912,1307
913,1331
914,1353
915,1272
916,1330
917,1274
918,1462
919,1283
920,1274
921,1449
922,1491
923,1484
924,1399
925,1502
926,1586
927,1472
928,1525
929,1458
930,1539
