exposure,2000.0ms
wavelength
340,0
341,0
342,0
343,0
344,0
345,0
346,14
347,0
348,125
349,111
350,0
351,0
352,0
353,0
354,0
355,65
356,157
357,44
358,57
359,0
360,32
361,0
362,0
363,0
364,0
365,0
366,2
367,0
368,0
369,0
370,66
371,0
372,0
373,32
374,0
375,0
376,0
377,37
378,0
379,0
380,0
381,0
382,0
383,20
384,0
385,3
386,0
387,22
388,13
389,8
390,0
391,0
392,13
393,27
394,6
395,0
396,0
397,0
398,4
399,0
400,0
401,3
402,15
403,0
404,0
405,5
406,0
407,0
408,0
409,0
410,8
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,22
421,0
422,16
423,13
424,36
425,26
426,46
427,3
428,0
429,17
430,17
431,53
432,38
433,28
434,6
435,0
436,0
437,0
438,0
439,6
440,0
441,0
442,0
443,9
444,0
445,5
446,0
447,0
448,21
449,32
450,35
451,0
452,13
453,53
454,39
455,12
456,0
457,0
458,32
459,17
460,0
461,0
462,24
463,25
464,34
465,7
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,40
481,2
482,0
483,14
484,0
485,29
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,17
494,31
495,0
496,0
497,0
498,35
499,0
500,5
501,1
502,0
503,0
504,23
505,10
506,2
507,0
508,8
509,4
510,28
511,23
512,23
513,81
514,8
515,0
516,0
517,17
518,11
519,13
520,9
521,41
522,0
523,0
524,0
525,0
526,40
527,0
528,5
529,0
530,1
531,33
532,26
533,20
534,11
535,19
536,0
537,0
538,0
539,27
540,28
541,41
542,4
543,0
544,0
545,53
546,35
547,19
548,11
549,25
550,1
551,0
552,0
553,6
554,61
555,33
556,39
557,17
558,21
559,42
560,0
561,19
562,51
563,29
564,8
565,0
566,0
567,1
568,2
569,9
570,12
571,21
572,0
573,0
574,0
575,39
576,0
577,13
578,16
579,19
580,5
581,0
582,18
583,0
584,32
585,90
586,28
587,0
588,14
589,34
590,4
591,1
592,0
593,0
594,0
595,0
596,25
597,9
598,28
599,0
600,15
601,0
602,0
603,5
604,48
605,13
606,19
607,26
608,13
609,34
610,58
611,37
612,20
613,3
614,29
615,37
616,47
617,0
618,44
619,25
620,41
621,30
622,4
623,24
624,31
625,20
626,25
627,12
628,18
629,31
630,11
631,6
632,23
633,0
634,12
635,25
636,45
637,41
638,35
639,45
640,29
641,27
642,49
643,45
644,24
645,52
646,20
647,16
648,0
649,11
650,0
651,36
652,7
653,12
654,11
655,35
656,0
657,63
658,40
659,67
660,26
661,27
662,48
663,37
664,30
665,9
666,36
667,0
668,4
669,38
670,41
671,26
672,0
673,17
674,45
675,11
676,24
677,34
678,2
679,40
680,57
681,50
682,32
683,65
684,24
685,13
686,45
687,24
688,26
689,43
690,14
691,45
692,44
693,50
694,23
695,60
696,2
697,39
698,26
699,43
700,61
701,81
702,91
703,95
704,99
705,146
706,144
707,196
708,169
709,168
710,179
711,172
712,189
713,227
714,273
715,273
716,313
717,315
718,318
719,386
720,378
721,382
722,442
723,498
724,511
725,534
726,552
727,597
728,580
729,598
730,648
731,660
732,669
733,708
734,706
735,734
736,736
737,772
738,763
739,788
740,799
741,825
742,802
743,795
744,806
745,835
746,815
747,870
748,883
749,932
750,898
751,933
752,955
753,943
754,948
755,964
756,956
757,879
758,938
759,941
760,970
761,970
762,1052
763,1003
764,1031
765,1012
766,1038
767,1045
768,1033
769,1087
770,1022
771,1040
772,1112
773,1100
774,1026
775,1017
776,1071
777,1003
778,1052
779,1051
780,1098
781,1112
782,1043
783,1099
784,1090
785,1094
786,1036
787,1000
788,1015
789,1009
790,1057
791,1080
792,1081
793,1048
794,1052
795,1091
796,1125
797,1058
798,1093
799,1113
800,1080
801,1114
802,1056
803,1064
804,1134
805,1190
806,1160
807,1105
808,1072
809,1120
810,1101
811,1080
812,1088
813,1098
814,1145
815,1097
816,1086
817,1054
818,1058
819,1046
820,1083
821,1063
822,1074
823,986
824,1004
825,1043
826,965
827,948
828,998
829,1002
830,1006
831,1025
832,944
833,911
834,912
835,944
836,967
837,928
838,917
839,928
840,904
841,961
842,897
843,934
844,802
845,821
846,901
847,925
848,827
849,865
850,872
851,874
852,839
853,870
854,856
855,824
856,811
857,802
858,813
859,782
860,769
861,805
862,755
863,719
864,765
865,707
866,720
867,738
868,698
869,682
870,688
871,660
872,562
873,580
874,596
875,660
876,643
877,615
878,594
879,591
880,595
881,556
882,588
883,549
884,525
885,528
886,505
887,532
888,470
889,511
890,456
891,491
892,475
893,489
894,441
895,399
896,464
897,343
898,492
899,474
900,402
901,415
902,443
903,423
904,384
905,424
906,384
907,374
908,466
909,360
910,448
911,370
912,395
913,439
914,428
915,387
916,452
917,358
918,538
919,373
920,374
921,482
922,413
923,484
924,409
925,522
926,536
927,484
928,501
929,414
930,430
931,501
932,362
933,544
934,567
935,517
936,542
937,659
938,643
939,602
940,417
941,557
942,441
943,462
944,433
945,462
946,401
947,523
948,547
949,529
950,559
951,532
952,500
953,394
954,464
955,497
956,513
957,473
958,452
959,600
960,515
961,593
962,555
963,510
964,588
965,494
966,350
967,412
968,419
969,486
970,515
971,577
972,541
973,638
974,482
975,488
976,525
977,401
978,547
979,537
980,406
981,540
982,596
983,605
984,479
985,532
986,490
987,455
988,553
989,495
990,616
991,730
992,635
993,658
994,797
995,602
996,508
997,528
998,696
999,665
1000,755
