exposure,2000.0ms
wavelength
340,0
341,51
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,147
357,0
358,0
359,0
360,29
361,0
362,0
363,0
364,33
365,0
366,0
367,0
368,0
369,0
370,99
371,0
372,0
373,0
374,14
375,0
376,41
377,138
378,0
379,0
380,0
381,0
382,0
383,0
384,17
385,13
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,1
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,10
411,0
412,0
413,0
414,0
415,0
416,4
417,0
418,0
419,0
420,2
421,0
422,8
423,25
424,28
425,0
426,0
427,0
428,0
429,0
430,0
431,18
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,19
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,46
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,39
493,0
494,0
495,0
496,0
497,0
498,20
499,0
500,0
501,28
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,16
513,32
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,36
527,0
528,0
529,0
530,0
531,0
532,0
533,21
534,0
535,0
536,0
537,0
538,0
539,23
540,0
541,3
542,0
543,0
544,0
545,10
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,43
555,11
556,5
557,0
558,0
559,5
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,7
585,104
586,22
587,8
588,25
589,44
590,11
591,59
592,0
593,0
594,0
595,0
596,0
597,25
598,76
599,0
600,3
601,3
602,11
603,24
604,75
605,2
606,8
607,0
608,0
609,73
610,103
611,51
612,63
613,2
614,62
615,86
616,89
617,12
618,108
619,85
620,79
621,79
622,0
623,60
624,50
625,41
626,11
627,73
628,87
629,116
630,82
631,32
632,95
633,72
634,44
635,99
636,111
637,132
638,86
639,131
640,80
641,47
642,66
643,100
644,129
645,125
646,141
647,113
648,40
649,57
650,81
651,142
652,68
653,61
654,120
655,105
656,89
657,149
658,114
659,114
660,76
661,40
662,105
663,104
664,139
665,69
666,124
667,92
668,79
669,120
670,106
671,78
672,106
673,114
674,91
675,98
676,94
677,76
678,8
679,141
680,174
681,123
682,71
683,169
684,129
685,146
686,168
687,199
688,172
689,242
690,205
691,207
692,233
693,290
694,267
695,301
696,208
697,277
698,310
699,332
700,329
701,342
702,408
703,412
704,391
705,451
706,422
707,490
708,475
709,452
710,448
711,444
712,442
713,498
714,506
715,494
716,491
717,453
718,503
719,568
720,443
721,499
722,547
723,549
724,527
725,558
726,535
727,611
728,620
729,577
730,584
731,564
732,546
733,549
734,550
735,618
736,607
737,609
738,587
739,607
740,626
741,608
742,598
743,631
744,610
745,548
746,476
747,622
748,662
749,652
750,600
751,664
752,679
753,646
754,733
755,685
756,671
757,594
758,649
759,608
760,652
761,658
762,788
763,729
764,761
765,682
766,749
767,707
768,671
769,701
770,731
771,783
772,831
773,848
774,827
775,787
776,816
777,762
778,764
779,704
780,794
781,876
782,776
783,810
784,884
785,903
786,784
787,772
788,739
789,714
790,827
791,849
792,890
793,811
794,855
795,903
796,912
797,847
798,919
799,932
800,914
801,939
802,864
803,843
804,934
805,1018
806,1013
807,980
808,968
809,967
810,1050
811,984
812,1005
813,955
814,1095
815,999
816,977
817,989
818,964
819,964
820,1036
821,978
822,985
823,848
824,939
825,945
826,852
827,904
828,992
829,983
830,982
831,1020
832,925
833,875
834,956
835,954
836,941
837,995
838,921
839,965
840,876
841,1013
842,950
843,983
844,813
845,875
846,941
847,993
848,914
849,854
850,926
851,1002
852,963
853,1083
854,1000
855,1056
856,1071
857,994
858,895
859,941
860,1005
861,1085
862,963
863,920
864,1068
865,988
866,1059
867,1074
868,1011
869,976
870,1060
871,974
872,831
873,858
874,948
875,984
876,1055
877,1039
878,911
879,1058
880,954
881,932
882,1085
883,1020
884,933
885,934
886,970
887,993
888,912
889,1022
890,988
891,1020
892,1031
893,1086
894,991
895,919
896,1018
897,995
898,1146
899,1165
900,1003
901,1083
902,1022
903,1042
904,1014
905,1038
906,990
907,966
908,1170
909,1091
910,1298
911,1091
912,1101
913,1176
914,1170
915,1014
916,1109
917,1055
918,1291
919,1016
920,1058
921,1300
922,1236
923,1130
924,995
925,1298
926,1320
927,1257
928,1271
929,1148
930,1213
931,1335
932,1196
933,1322
934,1536
935,1471
936,1393
937,1564
938,1650
939,1468
940,1205
941,1392
942,1244
943,1400
944,1430
945,1438
946,1303
947,1416
948,1477
949,1623
950,1579
951,1533
952,1580
953,1483
954,1450
955,1733
956,1654
957,1493
958,1393
959,1762
960,1568
961,1724
962,1756
963,1681
964,1731
965,1699
966,1540
967,1549
968,1615
969,1615
970,1754
971,1789
972,1712
973,1976
974,1760
975,1601
976,1750
977,1531
978,1790
979,1914
980,1964
981,1953
982,1941
983,2046
984,1849
985,1839
986,2089
987,1851
988,2222
989,2031
990,2215
991,2213
992,2239
993,2336
994,2549
995,2269
996,2103
997,2232
998,2381
999,2341
1000,2531
