exposure,2000.0ms
wavelength
340,70
341,54
342,0
343,0
344,98
345,74
346,119
347,0
348,281
349,333
350,14
351,0
352,0
353,66
354,152
355,150
356,246
357,97
358,149
359,65
360,221
361,140
362,16
363,104
364,129
365,100
366,58
367,119
368,33
369,26
370,180
371,91
372,68
373,179
374,111
375,16
376,55
377,153
378,93
379,111
380,38
381,59
382,36
383,81
384,114
385,130
386,10
387,73
388,110
389,66
390,26
391,78
392,106
393,106
394,82
395,51
396,15
397,37
398,27
399,16
400,7
401,79
402,56
403,88
404,35
405,59
406,2
407,0
408,26
409,80
410,81
411,0
412,23
413,32
414,34
415,49
416,75
417,69
418,80
419,47
420,65
421,19
422,88
423,104
424,100
425,78
426,89
427,91
428,10
429,61
430,48
431,99
432,79
433,43
434,45
435,59
436,23
437,55
438,31
439,64
440,85
441,26
442,43
443,26
444,13
445,74
446,51
447,42
448,64
449,79
450,66
451,80
452,110
453,121
454,133
455,90
456,6
457,36
458,83
459,116
460,49
461,56
462,95
463,78
464,97
465,53
466,52
467,31
468,83
469,38
470,57
471,44
472,76
473,58
474,45
475,0
476,11
477,43
478,44
479,45
480,120
481,48
482,53
483,70
484,26
485,94
486,56
487,43
488,6
489,0
490,43
491,11
492,79
493,98
494,88
495,11
496,63
497,38
498,109
499,63
500,86
501,116
502,73
503,56
504,89
505,93
506,79
507,28
508,84
509,73
510,103
511,80
512,120
513,164
514,89
515,51
516,76
517,89
518,102
519,113
520,103
521,134
522,43
523,68
524,13
525,71
526,111
527,91
528,69
529,72
530,70
531,103
532,98
533,91
534,81
535,107
536,87
537,56
538,77
539,96
540,89
541,124
542,87
543,93
544,96
545,139
546,114
547,102
548,90
549,74
550,57
551,41
552,44
553,39
554,88
555,77
556,93
557,90
558,95
559,107
560,53
561,84
562,65
563,101
564,58
565,47
566,29
567,44
568,41
569,85
570,88
571,92
572,67
573,59
574,44
575,109
576,56
577,76
578,85
579,74
580,38
581,64
582,75
583,45
584,87
585,154
586,146
587,94
588,109
589,84
590,62
591,89
592,73
593,39
594,32
595,47
596,67
597,68
598,80
599,37
600,86
601,77
602,72
603,49
604,73
605,57
606,90
607,71
608,46
609,96
610,109
611,120
612,112
613,63
614,88
615,98
616,115
617,41
618,94
619,106
620,89
621,101
622,89
623,89
624,53
625,82
626,75
627,76
628,93
629,106
630,99
631,70
632,95
633,56
634,80
635,85
636,92
637,98
638,86
639,122
640,65
641,67
642,88
643,80
644,84
645,99
646,69
647,70
648,43
649,65
650,67
651,95
652,64
653,50
654,64
655,113
656,76
657,114
658,103
659,112
660,54
661,79
662,93
663,78
664,90
665,52
666,97
667,61
668,76
669,93
670,96
671,94
672,69
673,68
674,85
675,87
676,85
677,71
678,30
679,92
680,125
681,90
682,64
683,123
684,68
685,55
686,99
687,98
688,87
689,121
690,74
691,93
692,124
693,134
694,114
695,157
696,100
697,159
698,170
699,194
700,213
701,255
702,304
703,309
704,340
705,411
706,441
707,512
708,526
709,546
710,609
711,589
712,669
713,789
714,850
715,863
716,967
717,954
718,998
719,1146
720,1148
721,1210
722,1334
723,1406
724,1430
725,1498
726,1562
727,1616
728,1659
729,1695
730,1763
731,1827
732,1881
733,1917
734,1972
735,2022
736,2027
737,2085
738,2101
739,2178
740,2242
741,2189
742,2216
743,2261
744,2293
745,2307
746,2322
747,2388
748,2416
749,2462
750,2474
751,2482
752,2523
753,2500
754,2566
755,2579
756,2601
757,2525
758,2541
759,2575
760,2634
761,2632
762,2693
763,2647
764,2657
765,2683
766,2747
767,2726
768,2716
769,2761
770,2761
771,2738
772,2832
773,2789
774,2747
775,2759
776,2794
777,2781
778,2782
779,2732
780,2770
781,2830
782,2767
783,2755
784,2810
785,2830
786,2741
787,2697
788,2680
789,2706
790,2760
791,2753
792,2784
793,2779
794,2775
795,2777
796,2846
797,2775
798,2761
799,2803
800,2778
801,2831
802,2747
803,2763
804,2843
805,2893
806,2839
807,2866
808,2836
809,2830
810,2797
811,2788
812,2757
813,2775
814,2781
815,2730
816,2719
817,2694
818,2711
819,2660
820,2639
821,2617
822,2630
823,2537
824,2566
825,2582
826,2427
827,2379
828,2427
829,2410
830,2380
831,2324
832,2265
833,2255
834,2279
835,2243
836,2222
837,2221
838,2154
839,2183
840,2167
841,2196
842,2161
843,2105
844,2019
845,2051
846,2096
847,2091
848,2032
849,1999
850,2011
851,1952
852,1955
853,1966
854,1924
855,1942
856,1921
857,1858
858,1843
859,1808
860,1791
861,1835
862,1768
863,1677
864,1684
865,1654
866,1614
867,1604
868,1563
869,1515
870,1520
871,1420
