exposure,2000.0ms
wavelength
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,40
356,133
357,0
358,12
359,0
360,18
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,16
395,12
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,2
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,9
421,0
422,0
423,0
424,16
425,9
426,33
427,0
428,0
429,0
430,0
431,22
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,15
444,0
445,7
446,0
447,0
448,25
449,0
450,15
451,12
452,32
453,60
454,47
455,0
456,0
457,10
458,37
459,30
460,0
461,0
462,0
463,0
464,24
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,18
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,39
499,0
500,0
501,0
502,0
503,0
504,0
505,2
506,0
507,0
508,0
509,0
510,21
511,0
512,0
513,54
514,5
515,0
516,0
517,5
518,0
519,4
520,14
521,13
522,0
523,0
524,0
525,0
526,16
527,0
528,0
529,0
530,0
531,0
532,0
533,6
534,22
535,0
536,0
537,0
538,0
539,39
540,5
541,16
542,37
543,37
544,39
545,92
546,85
547,54
548,49
549,42
550,16
551,0
552,2
553,14
554,39
555,8
556,29
557,23
558,50
559,31
560,0
561,11
562,25
563,26
564,0
565,0
566,0
567,17
568,0
569,0
570,9
571,0
572,0
573,0
574,0
575,47
576,0
577,13
578,19
579,29
580,22
581,0
582,23
583,0
584,38
585,116
586,63
587,52
588,62
589,36
590,10
591,24
592,8
593,0
594,0
595,0
596,29
597,25
598,27
599,0
600,30
601,20
602,25
603,0
604,17
605,6
606,31
607,20
608,0
609,29
610,59
611,67
612,74
613,18
614,40
615,54
616,58
617,10
618,57
619,26
620,33
621,26
622,10
623,42
624,48
625,45
626,36
627,30
628,30
629,23
630,15
631,12
632,32
633,2
634,0
635,32
636,23
637,55
638,37
639,46
640,11
641,10
642,48
643,26
644,6
645,32
646,21
647,23
648,0
649,17
650,10
651,40
652,11
653,0
654,0
655,19
656,0
657,46
658,15
659,55
660,6
661,0
662,1
663,26
664,20
665,0
666,27
667,7
668,1
669,32
670,35
671,19
672,14
673,9
674,27
675,20
676,29
677,35
678,0
679,44
680,73
681,51
682,20
683,52
684,17
685,1
686,36
687,47
688,20
689,34
690,14
691,54
692,72
693,88
694,84
695,121
696,72
697,134
698,167
699,198
700,260
701,294
702,350
703,371
704,411
705,482
706,520
707,621
708,630
709,671
710,721
711,735
712,798
713,878
714,963
715,971
716,1055
717,1078
718,1157
719,1241
720,1261
721,1286
722,1392
723,1440
724,1481
725,1502
726,1560
727,1611
728,1640
729,1665
730,1709
731,1741
732,1773
733,1785
734,1801
735,1844
736,1858
737,1875
738,1865
739,1910
740,1979
741,1952
742,1948
743,1966
744,1988
745,2024
746,2017
747,2060
748,2046
749,2107
750,2123
751,2141
752,2144
753,2142
754,2165
755,2175
756,2191
757,2158
758,2186
759,2194
760,2211
761,2226
762,2312
763,2285
764,2288
765,2283
766,2328
767,2352
768,2331
769,2364
770,2345
771,2397
772,2436
773,2376
774,2318
775,2335
776,2375
777,2358
778,2382
779,2330
780,2349
781,2408
782,2360
783,2386
784,2393
785,2364
786,2338
787,2327
788,2305
789,2284
790,2330
791,2345
792,2351
793,2387
794,2374
795,2391
796,2441
797,2364
798,2379
799,2430
800,2368
801,2411
802,2400
803,2379
804,2444
805,2513
806,2447
807,2427
808,2409
809,2414
810,2445
811,2397
812,2371
813,2356
814,2374
815,2374
816,2353
817,2290
818,2316
819,2275
820,2287
821,2257
822,2256
823,2167
824,2187
825,2187
826,2077
827,2031
828,2062
829,2053
830,2024
831,2009
832,1922
833,1899
834,1938
835,1873
836,1847
837,1871
838,1804
839,1847
840,1807
841,1831
842,1792
843,1786
844,1701
845,1722
846,1738
847,1728
848,1674
849,1690
850,1658
851,1670
852,1624
853,1623
854,1609
855,1634
856,1591
857,1528
858,1510
859,1510
860,1451
861,1490
862,1451
863,1386
864,1398
865,1360
866,1319
867,1338
868,1293
869,1261
870,1286
871,1185
872,1076
873,1100
874,1087
875,1125
876,1117
877,1068
878,985
879,1023
880,976
881,912
882,965
883,967
884,931
885,868
886,862
887,841
888,766
889,799
890,731
891,800
892,757
893,727
894,705
895,658
896,684
897,607
898,713
899,668
900,557
901,616
902,633
903,588
904,548
905,584
906,548
907,556
908,665
909,558
910,618
911,559
912,566
913,596
914,636
915,542
916,561
917,533
918,698
919,566
920,520
921,626
922,635
923,663
924,512
925,676
926,692
927,589
928,609
929,560
930,590
931,639
932,489
933,615
934,668
935,666
936,614
937,651
938,702
939,588
940,410
941,521
942,452
943,554
944,575
