exposure,2000.0ms
wavelength
340,109
341,0
342,0
343,33
344,98
345,98
346,80
347,0
348,299
349,430
350,0
351,0
352,0
353,43
354,0
355,99
356,284
357,239
358,131
359,12
360,205
361,161
362,0
363,0
364,87
365,18
366,0
367,0
368,0
369,0
370,92
371,0
372,105
373,93
374,128
375,0
376,26
377,109
378,0
379,33
380,8
381,0
382,9
383,38
384,97
385,81
386,0
387,55
388,120
389,73
390,0
391,0
392,59
393,43
394,45
395,69
396,50
397,47
398,58
399,0
400,0
401,61
402,70
403,101
404,29
405,16
406,0
407,0
408,0
409,0
410,64
411,0
412,0
413,14
414,28
415,0
416,58
417,6
418,12
419,0
420,42
421,0
422,53
423,97
424,81
425,38
426,37
427,13
428,0
429,54
430,29
431,22
432,0
433,0
434,8
435,0
436,0
437,7
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,31
446,0
447,7
448,0
449,11
450,0
451,0
452,72
453,108
454,83
455,34
456,0
457,6
458,18
459,64
460,0
461,0
462,39
463,3
464,72
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,27
473,0
474,0
475,0
476,0
477,0
478,4
479,0
480,62
481,0
482,0
483,9
484,0
485,18
486,0
487,12
488,0
489,0
490,0
491,10
492,32
493,57
494,53
495,0
496,2
497,0
498,94
499,0
500,16
501,44
502,0
503,0
504,13
505,0
506,5
507,4
508,33
509,6
510,50
511,36
512,23
513,158
514,71
515,3
516,27
517,44
518,34
519,18
520,28
521,58
522,0
523,0
524,15
525,0
526,37
527,0
528,0
529,11
530,0
531,0
532,5
533,45
534,65
535,43
536,11
537,0
538,0
539,76
540,17
541,49
542,0
543,7
544,0
545,59
546,79
547,60
548,40
549,8
550,1
551,0
552,0
553,35
554,57
555,48
556,40
557,41
558,60
559,22
560,0
561,25
562,33
563,62
564,0
565,0
566,0
567,0
568,0
569,40
570,51
571,14
572,0
573,0
574,2
575,46
576,0
577,0
578,7
579,22
580,25
581,0
582,19
583,0
584,75
585,171
586,102
587,56
588,71
589,49
590,25
591,74
592,16
593,0
594,0
595,9
596,47
597,32
598,74
599,0
600,29
601,16
602,33
603,27
604,48
605,18
606,38
607,38
608,14
609,35
610,106
611,86
612,56
613,15
614,66
615,81
616,109
617,36
618,90
619,75
620,83
621,39
622,24
623,68
624,77
625,30
626,32
627,30
628,69
629,57
630,66
631,34
632,71
633,60
634,69
635,105
636,97
637,101
638,85
639,93
640,75
641,71
642,69
643,80
644,93
645,88
646,66
647,66
648,14
649,54
650,46
651,71
652,19
653,28
654,54
655,91
656,52
657,94
658,107
659,114
660,63
661,65
662,126
663,86
664,83
665,44
666,121
667,39
668,32
669,113
670,103
671,77
672,81
673,84
674,96
675,106
676,102
677,77
678,25
679,103
680,140
681,83
682,86
683,121
684,61
685,31
686,133
687,92
688,74
689,108
690,44
691,99
692,110
693,114
694,87
695,109
696,56
697,77
698,70
699,86
700,94
701,116
702,129
703,117
704,80
705,158
706,137
707,177
708,119
709,106
710,122
711,66
712,55
713,149
714,158
715,97
716,160
717,99
718,141
719,129
720,117
721,127
722,157
723,174
724,171
725,192
726,173
727,152
728,164
729,167
730,176
731,169
732,158
733,132
734,119
735,142
736,144
737,181
738,141
739,170
740,158
741,141
742,144
743,165
744,133
745,102
746,94
747,150
748,198
749,189
750,208
751,215
752,210
753,169
754,217
755,194
756,164
757,79
758,143
759,158
760,158
761,167
762,259
763,188
764,210
765,192
766,241
767,209
768,134
769,168
770,186
771,220
772,286
773,224
774,221
775,190
776,224
777,216
778,246
779,227
780,242
781,334
782,187
783,229
784,279
785,271
786,198
787,179
788,186
789,165
790,206
791,299
792,303
793,261
794,299
795,285
796,372
797,217
798,272
799,277
800,252
801,273
802,190
803,202
804,268
805,351
806,261
807,252
808,268
809,290
810,372
811,293
812,323
813,290
814,339
815,261
816,331
817,348
818,335
819,270
820,369
821,356
822,331
823,211
824,305
825,311
826,248
827,278
828,266
829,255
830,375
831,389
832,329
833,291
834,362
835,364
836,337
837,401
838,342
839,363
840,304
841,438
842,376
843,319
844,215
845,338
846,377
847,390
848,369
849,336
850,374
851,360
852,349
853,375
854,421
855,483
856,460
857,358
858,361
859,426
860,432
861,440
862,392
863,452
864,522
865,463
866,465
867,468
868,416
869,440
870,544
871,482
872,339
873,424
874,468
875,575
876,507
877,547
878,479
879,538
880,480
881,432
882,586
883,524
884,527
885,554
886,516
887,523
888,433
889,573
890,522
891,615
892,634
893,602
894,553
895,594
896,657
897,585
898,656
899,717
900,591
901,606
902,685
903,694
904,588
905,680
906,638
907,637
908,819
909,628
910,792
911,675
912,656
913,665
914,776
915,638
916,768
917,655
918,801
919,604
920,556
921,713
922,801
923,811
924,706
925,834
926,862
927,846
928,774
929,619
930,703
931,821
932,637
933,900
934,995
935,885
936,974
937,1116
938,1174
939,1062
940,819
941,987
942,814
943,917
944,984
945,967
946,900
947,1023
948,1039
949,1001
950,986
951,1014
952,1162
953,1107
954,1117
955,1193
956,1177
957,989
958,943
959,1333
960,1271
961,1236
962,1304
963,1288
964,1333
965,1263
966,1078
967,1149
968,1195
969,1164
970,1330
971,1371
972,1373
973,1527
974,1246
975,1224
976,1262
977,1153
978,1330
979,1352
980,1344
981,1378
982,1544
983,1626
984,1320
985,1568
986,1542
987,1393
988,1491
989,1510
990,1619
991,1635
992,1579
993,1733
994,1964
995,1530
996,1504
997,1478
998,1688
999,1617
1000,1741
