exposure,2000.0ms
wavelength
340,2
341,0
342,0
343,0
344,0
345,0
346,114
347,28
348,96
349,34
350,0
351,0
352,0
353,0
354,0
355,71
356,223
357,0
358,23
359,0
360,0
361,1
362,0
363,0
364,0
365,0
366,0
367,35
368,0
369,0
370,153
371,0
372,0
373,60
374,51
375,6
376,24
377,74
378,4
379,0
380,0
381,33
382,0
383,22
384,86
385,87
386,0
387,48
388,55
389,43
390,0
391,6
392,42
393,44
394,45
395,58
396,0
397,28
398,0
399,0
400,0
401,28
402,71
403,56
404,0
405,32
406,0
407,0
408,0
409,8
410,46
411,0
412,0
413,0
414,0
415,14
416,64
417,1
418,0
419,0
420,21
421,0
422,51
423,72
424,82
425,19
426,25
427,9
428,0
429,5
430,6
431,33
432,0
433,0
434,17
435,0
436,0
437,0
438,0
439,18
440,15
441,0
442,0
443,28
444,0
445,73
446,8
447,0
448,31
449,11
450,13
451,39
452,60
453,90
454,90
455,42
456,0
457,0
458,28
459,37
460,0
461,0
462,1
463,18
464,51
465,0
466,0
467,0
468,0
469,0
470,26
471,0
472,16
473,0
474,0
475,0
476,0
477,13
478,0
479,0
480,77
481,0
482,0
483,0
484,0
485,1
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,52
494,29
495,0
496,14
497,0
498,25
499,0
500,0
501,19
502,0
503,0
504,9
505,23
506,0
507,0
508,26
509,0
510,35
511,3
512,3
513,83
514,18
515,3
516,0
517,22
518,21
519,18
520,2
521,16
522,0
523,0
524,0
525,0
526,31
527,0
528,0
529,0
530,0
531,39
532,0
533,0
534,15
535,36
536,0
537,0
538,0
539,34
540,27
541,35
542,3
543,2
544,0
545,51
546,36
547,63
548,29
549,21
550,0
551,0
552,0
553,0
554,46
555,25
556,49
557,17
558,2
559,25
560,0
561,27
562,10
563,28
564,0
565,0
566,0
567,10
568,0
569,0
570,23
571,14
572,0
573,0
574,0
575,30
576,0
577,2
578,30
579,3
580,0
581,0
582,28
583,0
584,38
585,131
586,58
587,53
588,57
589,21
590,0
591,25
592,7
593,0
594,0
595,0
596,10
597,28
598,32
599,0
600,28
601,34
602,28
603,17
604,24
605,12
606,35
607,29
608,0
609,13
610,60
611,42
612,33
613,0
614,48
615,79
616,113
617,37
618,77
619,33
620,73
621,66
622,40
623,72
624,22
625,33
626,49
627,36
628,68
629,67
630,55
631,42
632,87
633,74
634,86
635,78
636,93
637,135
638,96
639,113
640,79
641,66
642,77
643,80
644,78
645,63
646,61
647,80
648,38
649,56
650,61
651,120
652,51
653,46
654,76
655,111
656,71
657,130
658,126
659,107
660,61
661,78
662,108
663,103
664,115
665,68
666,131
667,102
668,81
669,119
670,96
671,95
672,95
673,108
674,107
675,75
676,112
677,129
678,50
679,117
680,156
681,133
682,94
683,128
684,121
685,118
686,166
687,139
688,144
689,162
690,117
691,177
692,207
693,237
694,220
695,259
696,189
697,241
698,246
699,254
700,291
701,290
702,333
703,328
704,334
705,346
706,345
707,402
708,361
709,356
710,362
711,318
712,341
713,387
714,396
715,361
716,416
717,325
718,348
719,437
720,363
721,376
722,399
723,443
724,427
725,414
726,426
727,434
728,395
729,413
730,440
731,437
732,393
733,393
734,407
735,448
736,423
737,438
738,373
739,427
740,433
741,395
742,383
743,426
744,418
745,403
746,380
747,429
748,462
749,496
750,490
751,513
752,530
753,486
754,514
755,511
756,504
757,405
758,470
759,454
760,471
761,487
762,579
763,532
764,566
765,473
766,558
767,537
768,488
769,537
770,539
771,587
772,622
773,624
774,620
775,565
776,566
777,591
778,579
779,561
780,657
781,651
782,611
783,613
784,642
785,688
786,606
787,572
788,555
789,551
790,588
791,641
792,662
793,607
794,609
795,640
796,732
797,624
798,640
799,671
800,666
801,665
802,583
803,598
804,665
805,733
806,729
807,719
808,689
809,727
810,750
811,755
812,753
813,738
814,796
815,739
816,723
817,693
818,743
819,682
820,722
821,715
822,713
823,601
824,624
825,652
826,623
827,603
828,643
829,650
830,696
831,687
832,622
833,629
834,628
835,616
836,636
837,646
838,652
839,711
840,687
841,706
842,654
843,674
844,539
845,569
846,675
847,712
848,619
849,629
850,632
851,667
852,691
853,752
854,689
855,681
856,697
857,630
858,576
859,621
860,665
861,697
862,666
863,653
864,736
865,658
866,682
867,644
868,645
869,618
870,644
871,641
872,560
873,549
874,571
875,636
876,665
877,651
878,578
879,640
880,671
881,598
882,637
883,654
884,629
885,623
886,590
887,568
888,531
889,608
890,527
891,596
892,658
893,670
894,583
895,496
896,679
897,562
898,668
899,627
900,515
901,651
902,583
903,620
904,518
905,618
906,527
907,591
908,725
909,540
910,617
911,523
912,550
913,638
914,628
915,581
916,604
917,592
918,732
919,620
920,491
921,661
922,712
923,641
924,584
925,632
926,724
927,640
928,672
929,526
930,548
931,691
932,551
933,747
934,756
935,762
936,678
937,835
938,878
939,784
940,613
941,684
942,602
943,653
944,700
945,735
946,594
947,721
948,758
949,740
950,708
951,694
952,713
953,646
954,753
955,836
956,808
957,663
958,611
959,850
960,704
961,777
962,826
963,768
964,919
965,797
966,648
967,653
968,631
969,655
970,793
971,755
972,732
973,913
974,781
975,692
976,733
977,640
978,938
979,770
980,808
981,954
982,1034
983,924
984,828
985,820
986,817
987,835
988,879
989,915
990,1079
991,1072
992,1056
993,1200
994,1291
995,986
996,912
997,893
998,1124
999,965
1000,1126
