exposure,2000.0ms
wavelength
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,54
350,0
351,0
352,0
353,0
354,0
355,0
356,98
357,24
358,39
359,0
360,28
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,18
371,0
372,0
373,28
374,20
375,0
376,0
377,46
378,0
379,0
380,0
381,0
382,0
383,0
384,21
385,30
386,0
387,5
388,1
389,12
390,0
391,0
392,11
393,4
394,21
395,0
396,0
397,0
398,0
399,0
400,0
401,5
402,1
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,22
411,0
412,0
413,0
414,0
415,2
416,19
417,6
418,0
419,0
420,0
421,0
422,0
423,18
424,22
425,39
426,19
427,4
428,0
429,0
430,0
431,26
432,9
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,13
446,0
447,0
448,0
449,8
450,0
451,0
452,18
453,27
454,30
455,2
456,0
457,4
458,9
459,35
460,0
461,0
462,14
463,0
464,45
465,20
466,0
467,0
468,13
469,0
470,0
471,0
472,6
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,16
481,11
482,0
483,1
484,0
485,3
486,0
487,0
488,0
489,0
490,7
491,0
492,0
493,9
494,7
495,0
496,0
497,0
498,26
499,0
500,0
501,0
502,0
503,0
504,14
505,37
506,0
507,0
508,0
509,0
510,51
511,15
512,0
513,45
514,20
515,12
516,0
517,14
518,17
519,20
520,12
521,12
522,0
523,15
524,5
525,0
526,41
527,1
528,9
529,0
530,13
531,27
532,13
533,25
534,42
535,28
536,8
537,6
538,11
539,43
540,15
541,20
542,22
543,29
544,6
545,61
546,32
547,30
548,9
549,15
550,2
551,0
552,0
553,4
554,43
555,37
556,35
557,29
558,27
559,16
560,0
561,8
562,21
563,29
564,7
565,7
566,0
567,33
568,4
569,11
570,31
571,33
572,0
573,12
574,21
575,53
576,10
577,23
578,23
579,36
580,26
581,9
582,16
583,0
584,45
585,90
586,39
587,14
588,38
589,32
590,14
591,30
592,11
593,0
594,0
595,25
596,9
597,23
598,43
599,0
600,23
601,12
602,10
603,0
604,30
605,20
606,17
607,12
608,0
609,45
610,39
611,21
612,25
613,0
614,13
615,31
616,44
617,15
618,48
619,31
620,30
621,28
622,20
623,23
624,17
625,29
626,26
627,17
628,37
629,40
630,22
631,11
632,34
633,23
634,27
635,38
636,38
637,42
638,25
639,28
640,27
641,14
642,22
643,31
644,27
645,41
646,23
647,22
648,0
649,13
650,20
651,36
652,12
653,16
654,14
655,34
656,13
657,45
658,43
659,39
660,0
661,22
662,32
663,29
664,30
665,3
666,39
667,22
668,22
669,38
670,36
671,36
672,19
673,23
674,34
675,22
676,26
677,24
678,4
679,30
680,69
681,28
682,43
683,63
684,30
685,25
686,40
687,39
688,19
689,64
690,35
691,55
692,77
693,90
694,78
695,87
696,77
697,124
698,131
699,158
700,208
701,237
702,288
703,306
704,355
705,442
706,487
707,565
708,581
709,631
710,707
711,728
712,793
713,900
714,969
715,1023
716,1121
717,1140
718,1212
719,1299
720,1365
721,1417
722,1518
723,1601
724,1662
725,1760
726,1804
727,1866
728,1917
729,1972
730,2053
731,2098
732,2144
733,2201
734,2247
735,2268
736,2289
737,2351
738,2365
739,2416
740,2456
741,2478
742,2495
743,2539
744,2573
745,2608
746,2593
747,2652
748,2700
749,2727
750,2747
751,2789
752,2788
753,2779
754,2841
755,2840
756,2855
757,2827
758,2865
759,2869
760,2897
761,2929
762,3006
763,3042
764,3074
765,3058
766,3091
767,3086
768,3110
769,3137
770,3113
771,3179
772,3235
773,3225
774,3180
775,3144
776,3156
777,3129
778,3198
779,3155
780,3177
781,3215
782,3147
783,3160
784,3190
785,3183
786,3119
787,3088
788,3056
789,3099
790,3131
791,3183
792,3195
793,3189
794,3191
795,3201
796,3261
797,3215
798,3222
799,3260
800,3253
801,3284
802,3263
803,3249
804,3328
805,3369
806,3311
807,3296
808,3277
809,3292
810,3303
811,3261
812,3240
813,3209
814,3252
815,3213
816,3172
817,3124
818,3097
819,3114
820,3090
821,3053
822,3046
823,2973
824,2975
825,2955
826,2848
827,2827
828,2853
829,2818
830,2766
831,2757
832,2696
833,2637
834,2643
835,2621
836,2605
837,2598
838,2524
839,2539
840,2492
841,2543
842,2486
843,2477
844,2391
845,2364
846,2440
847,2474
848,2357
849,2322
850,2308
851,2306
852,2297
853,2281
854,2208
855,2190
856,2179
857,2137
858,2112
859,2071
860,2023
861,2060
862,2016
863,1932
864,1928
865,1854
866,1822
867,1778
868,1728
869,1709
870,1677
871,1604
872,1505
873,1480
874,1489
875,1515
876,1452
877,1391
878,1376
879,1375
880,1286
881,1257
882,1282
883,1236
884,1200
885,1170
886,1123
887,1086
888,1060
889,1069
890,985
891,994
892,971
893,978
894,902
895,819
896,848
897,798
898,871
899,805
900,722
901,762
902,755
903,699
904,679
905,725
906,696
907,685
908,723
909,664
910,736
911,708
912,695
913,691
914,744
915,672
916,687
917,649
918,740
919,648
920,644
921,745
922,732
923,751
924,674
925,767
926,807
927,719
928,775
929,701
930,698
931,748
932,638
933,725
934,767
935,721
936,669
937,758
938,740
939,704
940,552
941,597
