exposure,2000.0ms
wavelength
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,47
349,22
350,0
351,0
352,0
353,0
354,0
355,0
356,56
357,4
358,33
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,45
371,0
372,0
373,20
374,13
375,0
376,0
377,7
378,0
379,0
380,0
381,0
382,0
383,30
384,0
385,0
386,0
387,3
388,0
389,5
390,0
391,0
392,0
393,12
394,17
395,39
396,0
397,0
398,0
399,0
400,0
401,1
402,17
403,2
404,0
405,6
406,0
407,0
408,0
409,0
410,10
411,0
412,0
413,0
414,0
415,0
416,20
417,3
418,0
419,0
420,7
421,0
422,0
423,21
424,21
425,2
426,13
427,0
428,0
429,0
430,0
431,4
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,12
452,35
453,48
454,51
455,0
456,0
457,0
458,12
459,18
460,0
461,0
462,17
463,0
464,31
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,25
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,19
494,0
495,0
496,0
497,0
498,8
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,11
510,36
511,1
512,0
513,72
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,25
522,0
523,0
524,0
525,0
526,11
527,0
528,0
529,0
530,0
531,5
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,10
540,0
541,10
542,0
543,0
544,0
545,37
546,25
547,0
548,9
549,0
550,0
551,0
552,0
553,0
554,10
555,16
556,20
557,21
558,3
559,27
560,0
561,9
562,25
563,34
564,0
565,0
566,0
567,14
568,0
569,0
570,9
571,12
572,0
573,16
574,0
575,51
576,0
577,14
578,31
579,45
580,31
581,6
582,37
583,0
584,50
585,114
586,73
587,41
588,68
589,54
590,16
591,56
592,30
593,0
594,0
595,34
596,42
597,47
598,56
599,34
600,85
601,52
602,51
603,46
604,79
605,70
606,82
607,107
608,56
609,82
610,91
611,88
612,90
613,58
614,89
615,107
616,94
617,55
618,123
619,113
620,120
621,132
622,104
623,119
624,121
625,115
626,100
627,105
628,133
629,123
630,103
631,103
632,137
633,113
634,138
635,161
636,151
637,164
638,140
639,149
640,143
641,141
642,139
643,136
644,149
645,149
646,126
647,137
648,125
649,131
650,130
651,134
652,124
653,123
654,123
655,143
656,105
657,173
658,171
659,144
660,112
661,113
662,151
663,119
664,132
665,99
666,145
667,110
668,80
669,88
670,100
671,101
672,102
673,116
674,123
675,106
676,125
677,125
678,64
679,143
680,166
681,144
682,138
683,197
684,159
685,165
686,225
687,234
688,221
689,293
690,279
691,321
692,360
693,401
694,399
695,445
696,416
697,468
698,466
699,512
700,535
701,557
702,600
703,597
704,607
705,667
706,674
707,730
708,703
709,696
710,713
711,686
712,711
713,762
714,772
715,737
716,751
717,733
718,726
719,775
720,741
721,751
722,777
723,809
724,811
725,816
726,828
727,829
728,825
729,820
730,841
731,843
732,830
733,847
734,836
735,843
736,831
737,838
738,824
739,868
740,841
741,816
742,826
743,848
744,856
745,824
746,816
747,873
748,893
749,907
750,912
751,910
752,926
753,894
754,930
755,942
756,941
757,882
758,934
759,901
760,939
761,919
762,1039
763,973
764,993
765,986
766,1019
767,1003
768,987
769,1016
770,1012
771,1045
772,1079
773,1068
774,1049
775,1039
776,1064
777,1022
778,1044
779,1020
780,1080
781,1107
782,1042
783,1096
784,1101
785,1127
786,1077
787,1034
788,1017
789,1013
790,1070
791,1094
792,1099
793,1105
794,1094
795,1115
796,1159
797,1099
798,1099
799,1107
800,1148
801,1153
802,1116
803,1103
804,1141
805,1218
806,1156
807,1166
808,1168
809,1149
810,1195
811,1137
812,1146
813,1179
814,1218
815,1125
816,1100
817,1132
818,1142
819,1090
820,1125
821,1148
822,1139
823,1083
824,1089
825,1081
826,999
827,988
828,1058
829,1036
830,1066
831,1055
832,990
833,1013
834,1031
835,1023
836,992
837,1025
838,989
839,1034
840,1006
841,1012
842,980
843,1015
844,930
845,978
846,977
847,1030
848,945
849,964
850,972
851,965
852,964
853,1016
854,980
855,957
856,965
857,942
858,946
859,943
860,894
861,896
862,873
863,894
864,911
865,902
866,897
867,905
868,834
869,855
870,909
871,853
872,775
873,784
874,822
875,847
876,848
877,818
878,780
879,800
880,808
881,737
882,777
883,761
884,734
885,745
886,692
887,692
888,687
889,703
890,621
891,710
892,704
893,670
894,588
895,556
896,679
897,577
898,660
899,655
900,581
901,653
902,612
903,648
904,567
905,549
906,492
907,559
908,594
909,480
910,652
911,558
912,557
913,597
914,614
915,542
916,611
917,529
918,655
919,516
920,505
921,643
922,604
923,582
924,484
925,573
926,651
927,556
928,527
929,468
930,518
931,562
932,447
933,624
934,666
935,607
936,583
937,636
938,673
939,547
940,432
941,554
942,489
943,492
944,519
945,453
946,436
947,532
948,520
949,496
950,568
951,476
952,564
953,429
954,463
955,556
956,489
957,421
958,449
959,579
960,450
961,501
962,506
963,467
964,573
965,450
966,342
967,386
968,370
969,336
970,432
971,500
972,364
973,481
974,435
975,354
976,418
977,320
978,519
979,435
980,384
981,430
982,510
983,478
984,369
985,453
986,408
987,359
988,494
989,416
990,595
991,572
992,578
993,568
994,678
995,539
996,438
997,473
998,635
999,553
1000,580
