exposure,2000.0ms
wavelength
340,41
341,0
342,0
343,21
344,51
345,0
346,14
347,0
348,247
349,183
350,0
351,0
352,0
353,0
354,0
355,301
356,363
357,49
358,70
359,0
360,113
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,95
371,52
372,0
373,0
374,4
375,0
376,0
377,88
378,0
379,0
380,0
381,0
382,0
383,0
384,51
385,96
386,0
387,8
388,31
389,42
390,0
391,30
392,117
393,33
394,45
395,30
396,3
397,0
398,0
399,0
400,0
401,4
402,54
403,42
404,0
405,0
406,0
407,0
408,0
409,17
410,0
411,0
412,7
413,9
414,0
415,0
416,54
417,0
418,0
419,0
420,0
421,0
422,77
423,86
424,66
425,75
426,55
427,0
428,0
429,27
430,0
431,53
432,0
433,0
434,17
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,48
446,0
447,0
448,0
449,6
450,0
451,0
452,61
453,41
454,63
455,0
456,0
457,0
458,0
459,42
460,0
461,0
462,0
463,0
464,25
465,27
466,0
467,0
468,0
469,0
470,0
471,0
472,25
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,28
481,0
482,0
483,5
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,49
494,5
495,0
496,0
497,0
498,32
499,0
500,0
501,0
502,0
503,0
504,66
505,0
506,0
507,0
508,0
509,0
510,46
511,0
512,0
513,78
514,65
515,0
516,0
517,1
518,15
519,0
520,21
521,32
522,0
523,48
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,26
534,44
535,18
536,0
537,0
538,0
539,30
540,0
541,45
542,0
543,0
544,0
545,31
546,6
547,29
548,0
549,0
550,0
551,0
552,0
553,0
554,35
555,13
556,25
557,0
558,7
559,0
560,0
561,6
562,18
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,12
571,0
572,0
573,0
574,0
575,36
576,0
577,0
578,11
579,0
580,0
581,0
582,0
583,0
584,24
585,123
586,50
587,1
588,70
589,70
590,0
591,7
592,0
593,0
594,0
595,0
596,59
597,25
598,26
599,0
600,0
601,0
602,22
603,0
604,18
605,0
606,32
607,10
608,0
609,84
610,91
611,88
612,68
613,0
614,19
615,76
616,96
617,24
618,80
619,41
620,141
621,45
622,25
623,55
624,30
625,0
626,38
627,17
628,67
629,42
630,31
631,44
632,76
633,73
634,60
635,98
636,17
637,106
638,70
639,54
640,43
641,36
642,50
643,46
644,89
645,106
646,112
647,82
648,0
649,39
650,44
651,78
652,23
653,0
654,36
655,59
656,17
657,94
658,93
659,104
660,29
661,30
662,80
663,99
664,96
665,23
666,72
667,34
668,42
669,61
670,92
671,40
672,74
673,126
674,86
675,51
676,98
677,84
678,0
679,108
680,153
681,100
682,84
683,172
684,89
685,31
686,141
687,73
688,78
689,140
690,115
691,128
692,138
693,153
694,111
695,142
696,68
697,110
698,155
699,145
700,97
701,204
702,276
703,227
704,218
705,287
706,190
707,319
708,287
709,250
710,266
711,238
712,234
713,334
714,312
715,299
716,329
717,296
718,304
719,338
720,315
721,340
722,413
723,392
724,395
725,410
726,405
727,436
728,423
729,429
730,478
731,440
732,373
733,419
734,434
735,474
736,418
737,411
738,413
739,451
740,437
741,352
742,413
743,460
744,380
745,366
746,400
747,482
748,513
749,538
750,478
751,470
752,496
753,452
754,516
755,548
756,461
757,417
758,494
759,480
760,483
761,443
762,572
763,508
764,551
765,508
766,546
767,554
768,498
769,543
770,485
771,567
772,694
773,703
774,637
775,591
776,594
777,646
778,628
779,559
780,626
781,741
782,638
783,601
784,704
785,738
786,629
787,585
788,600
789,603
790,705
791,719
792,738
793,740
794,725
795,716
796,785
797,599
798,647
799,718
800,702
801,748
802,673
803,681
804,777
805,867
806,846
807,834
808,819
809,815
810,866
811,822
812,840
813,836
814,844
815,828
816,871
817,799
818,820
819,807
820,904
821,837
822,859
823,694
824,692
825,781
826,681
827,758
828,768
829,767
830,790
831,844
832,779
833,737
834,804
835,742
836,742
837,800
838,740
839,872
840,791
841,847
842,772
843,816
844,660
845,738
846,842
847,881
848,820
849,832
850,861
851,851
852,860
853,917
854,866
855,969
856,938
857,738
858,841
859,857
860,832
861,901
862,840
863,880
864,963
865,885
866,870
867,952
868,949
869,913
870,883
871,854
872,736
873,789
874,821
875,978
876,981
877,1024
878,835
879,996
880,948
881,886
882,1014
883,946
884,1013
885,1006
886,949
887,1032
888,964
889,1011
890,924
891,1000
892,1006
893,1070
894,1019
895,893
896,1067
897,944
898,1168
899,1142
900,1023
901,1103
902,1037
903,1127
904,1121
905,1157
906,1131
907,1069
908,1449
909,1156
910,1275
911,1162
912,1186
913,1192
914,1327
915,1159
916,1177
917,1177
918,1469
919,1133
920,1090
921,1300
922,1337
923,1378
924,1217
925,1414
926,1496
927,1475
928,1542
929,1218
930,1294
931,1449
932,1360
933,1438
934,1439
935,1650
936,1582
937,1818
938,1868
939,1616
940,1308
941,1526
942,1444
943,1574
944,1596
945,1753
946,1625
947,1778
948,1820
949,1937
950,1781
951,1728
952,1767
953,1661
954,1696
955,2013
956,1858
957,1790
958,1655
959,2008
960,1963
961,2173
962,2095
963,2075
964,2353
965,2297
966,2065
967,1997
968,1926
969,2003
970,2202
971,2158
972,2110
973,2231
974,2186
975,2040
976,2156
977,2014
978,2305
979,2182
980,2111
981,2154
982,2499
983,2412
984,2315
985,2452
986,2360
987,2199
988,2527
989,2496
990,2585
991,2697
992,2748
993,2819
994,2868
995,2598
996,2480
997,2588
998,2852
999,2742
1000,2738
