exposure,2000.0ms
wavelength
340,5
341,0
342,0
343,0
344,0
345,41
346,142
347,60
348,206
349,240
350,0
351,26
352,0
353,106
354,28
355,222
356,358
357,131
358,153
359,30
360,105
361,83
362,2
363,53
364,97
365,89
366,173
367,67
368,74
369,0
370,184
371,81
372,0
373,61
374,101
375,21
376,47
377,106
378,92
379,71
380,32
381,25
382,29
383,85
384,103
385,52
386,0
387,39
388,60
389,64
390,7
391,17
392,84
393,73
394,79
395,47
396,25
397,72
398,5
399,5
400,2
401,37
402,66
403,59
404,20
405,15
406,0
407,0
408,10
409,18
410,52
411,0
412,5
413,0
414,31
415,12
416,61
417,48
418,27
419,0
420,54
421,0
422,80
423,84
424,92
425,89
426,93
427,19
428,1
429,70
430,49
431,73
432,63
433,38
434,33
435,0
436,0
437,19
438,1
439,72
440,10
441,0
442,26
443,38
444,8
445,70
446,20
447,13
448,62
449,71
450,54
451,33
452,72
453,90
454,107
455,77
456,5
457,35
458,77
459,91
460,20
461,26
462,78
463,55
464,51
465,31
466,35
467,0
468,49
469,0
470,29
471,2
472,42
473,31
474,20
475,3
476,0
477,40
478,18
479,19
480,100
481,46
482,27
483,48
484,0
485,13
486,27
487,26
488,0
489,0
490,67
491,10
492,57
493,63
494,59
495,20
496,63
497,29
498,84
499,25
500,37
501,64
502,31
503,0
504,53
505,56
506,49
507,0
508,26
509,31
510,69
511,69
512,52
513,94
514,61
515,13
516,32
517,46
518,56
519,47
520,69
521,88
522,32
523,55
524,43
525,16
526,75
527,17
528,46
529,53
530,49
531,75
532,81
533,102
534,61
535,46
536,30
537,47
538,47
539,90
540,57
541,84
542,78
543,91
544,84
545,113
546,97
547,98
548,82
549,71
550,48
551,22
552,54
553,50
554,82
555,57
556,90
557,61
558,62
559,61
560,41
561,62
562,60
563,87
564,35
565,29
566,24
567,65
568,47
569,46
570,74
571,78
572,24
573,36
574,25
575,94
576,51
577,50
578,58
579,74
580,72
581,65
582,82
583,30
584,76
585,161
586,113
587,83
588,106
589,92
590,61
591,87
592,74
593,41
594,49
595,45
596,62
597,54
598,68
599,41
600,88
601,94
602,87
603,56
604,70
605,60
606,74
607,60
608,60
609,85
610,101
611,93
612,68
613,34
614,91
615,96
616,114
617,56
618,113
619,79
620,81
621,66
622,79
623,74
624,70
625,79
626,67
627,58
628,90
629,78
630,52
631,50
632,70
633,40
634,61
635,106
636,105
637,99
638,66
639,74
640,57
641,55
642,82
643,84
644,79
645,92
646,76
647,69
648,25
649,43
650,38
651,76
652,48
653,50
654,52
655,82
656,61
657,84
658,89
659,80
660,43
661,53
662,82
663,63
664,67
665,32
666,88
667,65
668,65
669,66
670,59
671,69
672,54
673,69
674,80
675,55
676,79
677,68
678,20
679,71
680,99
681,85
682,59
683,109
684,86
685,71
686,90
687,85
688,62
689,101
690,76
691,81
692,99
693,148
694,127
695,146
696,104
697,164
698,174
699,198
700,252
701,283
702,366
703,399
704,430
705,533
706,557
707,657
708,697
709,735
710,809
711,822
712,905
713,1046
714,1126
715,1186
716,1300
717,1305
718,1397
719,1552
720,1590
721,1646
722,1767
723,1862
724,1905
725,2011
726,2042
727,2153
728,2188
729,2243
730,2330
731,2386
732,2415
733,2459
734,2505
735,2523
736,2557
737,2618
738,2618
739,2684
740,2737
741,2722
742,2758
743,2794
744,2803
745,2835
746,2837
747,2920
748,2944
749,3025
750,3003
751,3008
752,3040
753,3017
754,3067
755,3057
756,3071
757,3006
758,3072
759,3095
760,3137
761,3155
762,3200
763,3189
764,3230
765,3241
766,3299
767,3270
768,3299
769,3331
770,3340
771,3331
772,3397
773,3368
774,3309
775,3321
776,3339
777,3292
778,3319
779,3284
780,3376
781,3412
782,3301
783,3323
784,3344
785,3325
786,3280
787,3241
788,3184
789,3236
790,3294
791,3298
792,3315
793,3330
794,3294
795,3323
796,3365
797,3260
798,3283
799,3382
800,3375
801,3395
802,3354
803,3350
804,3379
805,3457
806,3430
807,3417
808,3390
809,3393
810,3404
811,3376
812,3337
813,3311
814,3359
815,3245
816,3240
817,3245
818,3197
819,3132
820,3160
821,3103
822,3120
823,2996
824,2993
825,2988
826,2870
827,2831
828,2883
829,2830
830,2805
831,2756
832,2647
833,2600
834,2596
835,2542
836,2546
837,2522
838,2490
839,2500
840,2396
841,2421
842,2404
843,2427
844,2267
845,2250
846,2331
847,2386
848,2294
849,2297
850,2240
851,2249
852,2223
853,2253
854,2211
855,2172
856,2159
857,2070
858,2014
859,1982
860,1951
861,2029
862,1916
863,1848
864,1857
865,1784
866,1811
867,1775
868,1678
869,1650
870,1650
871,1574
872,1438
873,1449
874,1432
875,1476
876,1468
877,1405
878,1328
879,1365
880,1320
881,1270
882,1320
883,1241
884,1240
885,1212
886,1145
887,1134
888,1039
889,1070
890,1024
891,991
892,1017
893,996
894,919
895,851
896,914
897,857
898,896
899,861
900,821
901,850
902,853
903,816
904,728
905,816
906,791
907,757
908,868
909,719
910,862
911,761
912,746
913,808
914,839
915,741
916,770
917,725
918,916
919,750
920,732
921,815
922,806
923,801
924,760
925,831
926,881
927,766
928,768
929,733
930,737
931,833
932,721
933,851
934,851
935,828
936,875
937,885
938,916
939,817
940,680
941,819
942,727
943,716
944,699
945,693
946,575
947,666
948,690
949,663
950,678
951,601
952,648
953,597
954,571
955,664
956,621
957,553
958,529
959,645
960,584
961,564
962,602
963,567
964,648
965,539
966,463
967,433
968,483
969,539
970,555
971,554
972,519
973,573
974,461
975,469
976,602
977,420
978,538
979,457
980,466
981,558
982,603
983,607
984,525
985,624
986,626
987,545
988,533
989,590
990,705
991,693
992,623
993,674
994,845
995,631
996,521
997,525
998,733
999,631
1000,679
