exposure,2000.0ms
wavelength
340,95
341,12
342,0
343,0
344,3
345,24
346,18
347,0
348,46
349,28
350,0
351,0
352,0
353,0
354,0
355,214
356,327
357,36
358,157
359,0
360,148
361,35
362,0
363,0
364,0
365,13
366,26
367,0
368,0
369,0
370,50
371,0
372,18
373,131
374,139
375,0
376,94
377,168
378,0
379,12
380,0
381,0
382,0
383,58
384,97
385,63
386,0
387,25
388,58
389,20
390,0
391,30
392,81
393,61
394,92
395,119
396,18
397,29
398,0
399,0
400,0
401,18
402,44
403,70
404,1
405,34
406,0
407,0
408,0
409,0
410,53
411,0
412,0
413,10
414,21
415,3
416,49
417,44
418,69
419,12
420,37
421,0
422,35
423,61
424,101
425,86
426,94
427,87
428,0
429,56
430,0
431,46
432,47
433,8
434,49
435,50
436,0
437,21
438,25
439,46
440,13
441,18
442,5
443,25
444,81
445,102
446,85
447,53
448,75
449,43
450,17
451,48
452,89
453,112
454,141
455,42
456,0
457,0
458,49
459,78
460,39
461,0
462,64
463,73
464,103
465,31
466,31
467,0
468,45
469,0
470,49
471,0
472,61
473,39
474,11
475,0
476,30
477,40
478,3
479,0
480,101
481,17
482,0
483,4
484,0
485,37
486,57
487,17
488,0
489,0
490,58
491,0
492,7
493,106
494,57
495,5
496,12
497,0
498,77
499,0
500,8
501,38
502,7
503,5
504,0
505,21
506,0
507,0
508,19
509,46
510,37
511,21
512,72
513,116
514,40
515,0
516,35
517,88
518,26
519,16
520,55
521,47
522,0
523,26
524,0
525,0
526,27
527,8
528,0
529,45
530,0
531,27
532,41
533,63
534,77
535,80
536,21
537,0
538,0
539,127
540,62
541,160
542,114
543,113
544,145
545,234
546,245
547,238
548,164
549,129
550,88
551,71
552,28
553,12
554,106
555,78
556,58
557,45
558,92
559,74
560,10
561,54
562,70
563,74
564,15
565,10
566,0
567,34
568,38
569,49
570,79
571,79
572,7
573,19
574,10
575,83
576,16
577,80
578,96
579,80
580,78
581,41
582,107
583,45
584,123
585,222
586,143
587,153
588,150
589,96
590,69
591,156
592,104
593,55
594,86
595,101
596,127
597,100
598,98
599,18
600,61
601,89
602,81
603,89
604,138
605,97
606,117
607,130
608,106
609,208
610,256
611,230
612,238
613,190
614,206
615,234
616,213
617,111
618,190
619,181
620,202
621,175
622,120
623,186
624,155
625,171
626,148
627,173
628,203
629,167
630,171
631,164
632,218
633,190
634,145
635,189
636,191
637,252
638,202
639,215
640,189
641,178
642,238
643,232
644,243
645,222
646,233
647,199
648,134
649,162
650,193
651,211
652,183
653,222
654,222
655,227
656,174
657,230
658,240
659,254
660,195
661,195
662,260
663,268
664,246
665,206
666,257
667,183
668,175
669,262
670,246
671,218
672,236
673,231
674,208
675,200
676,202
677,241
678,151
679,271
680,298
681,255
682,262
683,320
684,252
685,234
686,332
687,344
688,312
689,404
690,366
691,448
692,448
693,508
694,456
695,507
696,408
697,527
698,540
699,587
700,609
701,604
702,645
703,653
704,657
705,734
706,683
707,817
708,756
709,735
710,752
711,716
712,704
713,793
714,804
715,727
716,824
717,751
718,747
719,842
720,744
721,718
722,764
723,851
724,841
725,862
726,865
727,862
728,836
729,818
730,832
731,827
732,827
733,821
734,807
735,827
736,801
737,856
738,801
739,805
740,850
741,829
742,826
743,836
744,859
745,789
746,786
747,854
748,849
749,904
750,846
751,877
752,900
753,903
754,924
755,959
756,931
757,788
758,846
759,883
760,880
761,858
762,997
763,911
764,1002
765,948
766,1017
767,989
768,923
769,1007
770,1005
771,1070
772,1130
773,1123
774,1076
775,1012
776,1050
777,1003
778,1037
779,1081
780,1146
781,1156
782,1061
783,1055
784,1152
785,1177
786,1067
787,991
788,1024
789,1022
790,1107
791,1185
792,1188
793,1126
794,1130
795,1118
796,1198
797,1103
798,1194
799,1212
800,1213
801,1232
802,1123
803,1107
804,1231
805,1341
806,1332
807,1242
808,1224
809,1279
810,1311
811,1246
812,1264
813,1279
814,1346
815,1260
816,1228
817,1223
818,1299
819,1243
820,1286
821,1217
822,1233
823,1119
824,1121
825,1161
826,1086
827,1099
828,1116
829,1148
830,1196
831,1227
832,1129
833,1069
834,1100
835,1116
836,1116
837,1139
838,1075
839,1127
840,1042
841,1145
842,1082
843,1132
844,952
845,1045
846,1086
847,1159
848,1108
849,1147
850,1087
851,1154
852,1167
853,1143
854,1141
855,1164
856,1246
857,1050
858,1018
859,1039
860,1080
861,1164
862,1114
863,1121
864,1178
865,1138
866,1109
867,1152
868,1032
869,986
870,1076
871,967
872,900
873,1017
874,1059
875,1174
876,1093
877,1089
878,1016
879,1159
880,1115
881,1008
882,1117
883,1114
884,1059
885,1017
886,963
887,1049
888,1002
889,1059
890,979
891,1050
892,1063
893,1059
894,983
895,1002
896,1201
897,1057
898,1147
899,1127
900,1006
901,1085
902,1092
903,1097
904,1052
905,1071
906,1010
907,1025
908,1235
909,918
910,1244
911,988
912,1095
913,1158
914,1179
915,1009
916,1071
917,1131
918,1217
919,1056
920,937
921,1098
922,1147
923,1200
924,1146
925,1302
926,1235
927,1185
928,1175
929,1050
930,1112
931,1242
932,1180
933,1281
934,1304
935,1250
